cluster	count	casing patterns
a	163592	
i	147532	
n	120370	
o	91573	
e	79403	
g	68094	
r	54246	
m	49771	
l	46680	
u	43340	
w	36514	
t	32906	
h	31132	
d	29039	
b	27096	
s	23146	
p	21848	
y	20345	
k	17496	
1	320	
2	218	
3	112	
4	95	
6	88	
0	86	
5	79	
9	74	
8	60	
7	49	
j	44	only_upper
v	8	only_lower
c	1	only_upper
