cluster	count	casing patterns
a	268087	
ꞌ	155861	only_lower
i	151489	
u	124550	
m	99496	
j	83295	
h	71987	
n	67897	
ɨ	67180	
g	61273	
k	57399	
t	55226	
b	51645	
d	50369	
p	49962	
o	44760	
x	40402	
ñ	31647	only_lower
c	30398	
r	21726	
s	19804	
l	10799	
e	6664	
ɇ	4642	only_lower
y	3525	
0	33	
4	7	
1	4	
5	4	
6	4	
f	3	only_lower
2	2	
7	2	
3	1	
