cluster	count	casing patterns
a	288375	
n	110994	
i	102979	
m	64070	
u	63885	
s	59851	
k	53502	
g	47587	
y	39264	
b	39025	
t	38886	
l	35380	
p	31569	
h	26757	
d	22730	
o	13269	
e	11873	
ō	10229	
w	9328	
r	8748	
j	4702	
ā	261	only_lower
ī	67	only_lower
ū	6	only_lower
1	2	
v	2	only_lower
2	1	
4	1	
8	1	
9	1	
