cluster	count	casing patterns
a	351233	
n	183546	
o	126885	
i	126409	
y	104378	
m	64579	
h	62505	
t	60884	
k	59968	
g	54381	
l	51233	
p	51105	
b	36343	
w	33833	
s	26882	
r	24004	
e	22923	
d	17378	
à	12294	only_lower
ò	3339	only_lower
è	2915	only_lower
ì	2278	
0	30	
1	15	
2	10	
4	9	
6	6	
7	6	
3	3	
5	3	
8	3	
9	3	
