cluster	count
a	202716
i	102964
o	88298
u	86305
n	82637
w	74642
e	74067
k	50084
m	47953
g	37288
r	33911
t	27809
l	24633
y	18848
s	14512
z	14089
d	12095
b	9589
f	3672
ʼ	2277
p	1032
j	888
v	636
h	449
c	90
0	30
6	25
1	23
5	20
4	18
3	13
8	10
2	9
9	9
7	8
