cluster	count	casing patterns
a	132105	
i	92222	
e	85255	
u	63045	
ë	62998	
o	57932	
j	51770	
c	44166	
p	43863	
s	37664	
y	31828	
r	29574	
n	27933	
h	23107	
t	22370	
a̱	20587	only_lower
m	20000	
q	19827	
ñ	15257	
i̱	9229	
d	8978	
e̱	6011	only_lower
ë̱	3437	only_lower
o̱	2192	only_lower
l	1940	
u̱	1415	only_lower
b	916	
ú	901	
í	661	
é	504	only_lower
g	383	
f	373	
z	230	
ó	222	only_lower
á	212	only_lower
v	162	only_lower
a̲	71	only_upper
ë̲	50	only_upper
x	15	only_lower
k	14	only_lower
0	3	
o̲	3	only_upper
u̲	3	only_upper
4	2	
1	1	
2	1	
