cluster	count	casing patterns
e	239691	
a	163078	
n	101782	
i	82856	
o	80711	
l	55136	
m	54459	
b	52829	
k	52424	
u	48370	
r	48282	
y	47680	
h	33765	
w	21769	
s	20640	
d	14526	
t	8886	
f	8804	
g	6382	
j	2155	
p	1200	
0	219	
z	185	
1	52	
4	42	
2	30	
c	30	only_lower
5	25	
3	18	
6	13	
7	12	
9	9	
8	6	
