cluster	count	casing patterns
a	205363	
n	159229	
i	141246	
u	72828	
ꞌ	67753	only_lower
k	63825	
d	60928	
o	46354	
t	43635	
x	40104	
s	33226	
y	32240	
r	27837	
á	27180	
e	23845	
v	21279	
í	18618	
c	17840	
h	15823	
i̱	12595	
ñ	11672	
ú	8576	
ó	6685	
m	5806	
j	4863	
l	3685	
a̱	3328	only_lower
ö	2856	
o̱	2012	only_lower
u̱	1944	only_lower
p	1674	
b	1298	
ä	1215	only_lower
ü	1202	
é	1007	
e̱	695	only_lower
g	669	
à	533	only_lower
ï	482	
f	447	
z	288	
ì	235	
û	168	only_lower
ǎ	163	only_lower
q	96	
ù	86	only_lower
ě	77	only_lower
â	71	only_lower
ǔ	41	only_lower
ê	18	only_lower
ë	14	only_lower
2	3	
î	1	only_lower
ô	1	only_lower
ǒ	1	only_lower
