cluster	count	casing patterns
a	176218	
n	121129	
u	110744	
i	94555	
k	58563	
x	50970	
e	48029	
ꞌ	43451	only_lower
d	42332	
t	36227	
o	31670	
s	25002	
j	20679	
ñ	19859	
y	19010	
ɨ	17955	
r	13531	
c	8624	
m	8301	
v	7332	
h	6284	
l	5024	
ú	2394	only_lower
á	2187	
p	1774	
g	1471	
í	1187	only_lower
b	1134	
é	1057	
ó	429	only_lower
f	399	
z	274	
ʼ	204	
q	106	
ɨ́	37	only_lower
