cluster	count	casing patterns
a	141245	
e	126752	
g	75664	
n	62468	
o	56955	
m	54541	
k	31189	
d	26921	
b	25688	
u	25522	
w	25145	
i	24446	
l	23289	
ɗ	21929	
y	21566	
s	20323	
t	17495	
r	13666	
z	12534	
p	11285	
ḛ	10933	
a̰	10850	
h	7520	
ŋ	7491	only_lower
à	6931	
j	6399	
f	5808	
v	3779	
n̰	3694	
ì	3523	only_lower
ɓ	2850	
o̰	2403	
è	2348	only_lower
ḭ	1943	only_lower
ɔ	1544	
c	1409	
ṵ	634	only_lower
ê	351	only_lower
ỳ	122	only_lower
ò	111	only_lower
ù	73	only_lower
â	60	only_lower
1	43	
ô	37	only_lower
û	26	only_lower
ḭ̀	21	only_lower
2	20	
5	12	
0	11	
4	11	
3	9	
à̰	7	only_lower
6	6	
9	5	
8	4	
7	2	
