cluster	count
a	313783
n	170144
g	101048
o	77871
i	66616
y	54901
k	52574
s	51082
m	49630
t	37433
d	34753
w	29877
p	26284
l	24034
b	17282
u	15521
r	10258
h	5515
j	447
e	408
0	272
4	52
1	47
2	41
5	34
3	12
6	9
7	9
9	9
z	9
8	6
