cluster	count
a	677457
o	287154
e	277406
ʼ	252824
i	237142
m	215261
n	208541
g	121077
u	99358
l	96744
y	91751
k	86267
h	84297
t	79686
p	71375
f	63857
v	59534
s	42123
1	124
2	117
3	60
4	46
0	42
5	42
6	32
7	28
8	27
9	26
c	2
z	1
