cluster	count
e	265011
a	264048
i	114568
l	91432
o	90067
s	89972
n	81289
k	70153
w	69253
t	68812
y	64056
p	64023
m	60497
u	41328
h	14093
f	2909
0	181
2	58
1	47
4	37
5	17
6	14
3	12
7	10
8	5
9	2
