cluster	count	casing patterns
a	176669	
i	133242	
c	109265	only_lower
m	93266	
é	80709	
n	79114	
u	71491	
e	69157	
ŋ	61051	only_lower
g	36094	
h	31645	
w	29316	
o	26348	
r	23794	
y	23157	
s	22594	
ʒ	21106	
k	20668	
l	14613	
t	13290	
d	11460	
b	11181	
q	8683	
z	5068	
p	3416	
f	1340	
ɋ	950	
0	384	
1	240	
2	126	
7	119	
4	95	
5	50	
3	39	
6	36	
8	23	
9	20	
v	2	only_lower
