cluster	count
a	207428
e	145615
i	114555
o	102528
n	89195
r	88255
d	67919
u	64792
s	55960
m	53162
g	41872
t	34997
b	32804
v	30847
k	30541
f	14330
j	14016
h	11267
á	5402
y	3384
l	2156
1	1635
2	916
0	585
3	541
p	479
4	444
5	327
7	325
c	321
6	304
8	237
9	178
z	152
é	139
ó	128
ã	100
w	93
í	51
x	38
q	15
ú	1
½	1
