cluster	count
ɛ	113877
a	77748
n	74239
e	61484
i	58192
m	57784
k	56587
y	56069
t	44591
ɔ	36607
ɓ	31821
u	30102
s	29783
o	28799
w	24248
ŋ	20037
d	19414
l	16028
b	15982
j	15244
g	12748
ɗ	12292
p	9851
ɛ́	6138
r	5007
a̧	3835
h	2989
ɛ̀	2880
í	1440
u̧	1211
î	941
ɛ̂	875
â	810
ì	809
á	628
ê	406
ô	380
f	378
é	336
ú	292
ɛ̧	258
û	221
ɔ̧	202
ó	148
v	146
i̧	115
ɔ̂	107
ɔ́	61
ɔ̀	50
1	36
0	15
4	11
2	9
6	5
3	4
5	3
9	2
à	2
7	1
ù	1
