cluster	count	casing patterns
i	236900	
a	236207	
e	155553	
o	147113	
n	95646	
d	90057	
ɡ̶	85963	only_lower
t	68759	
l	40879	
j	39130	
g	38963	
m	37591	
c	34700	
w	26599	
k	20016	only_lower
b	13701	
p	10896	
y	10759	
s	9732	
u	5510	
x	5481	
r	3358	
ǥ	1679	only_upper
é	1289	
ã	673	only_lower
f	422	
á	323	
v	308	
z	281	
í	226	only_lower
ó	226	only_lower
q	167	
h	129	
ô	84	only_lower
1	81	
2	56	
4	48	
ê	40	
ú	29	only_lower
3	19	
â	18	only_lower
6	15	
5	14	
0	11	
9	10	
8	9	
7	6	
ç	1	only_lower
