cluster	count
n	66429
é	62421
e	62179
b	42296
m	32526
a	30862
è	26581
d	23894
l	21739
s	20432
à	19997
g	18743
t	18418
y	17904
k	17317
ŋ	17262
ɔ	17240
h	16548
ɔ́	16547
á	15819
u	15375
r	15224
i	15115
ò	14695
ɔ̀	13465
w	12847
o	12755
í	12682
â	10655
ù	8833
j	8447
ú	7971
c	7819
ì	6060
ê	5910
f	4949
ó	2554
v	2270
ô	2149
ɔ̂	1669
î	1636
û	846
p	449
ë	1
