cluster	count	casing patterns
a	243378	
n	113157	
i	103069	
u	88532	
g	82751	
b	48139	
m	42842	
l	38479	
d	32549	
t	28624	
x	28541	
s	24989	
o	23298	
r	22969	
h	16723	
e	14858	
p	12540	
y	10365	
k	9851	
w	5615	
0	357	
1	282	
ʼ	168	
2	146	
7	124	
4	83	
5	64	
6	62	
3	55	
8	32	
9	26	
