cluster	count	casing patterns
ʉ	131479	
y	89553	
t	83211	
j	70154	
a	66093	
ꞌ	53771	only_lower
n	51977	
i	47874	
k	44404	
s	43513	
m	43448	
d	42786	
a̱	39702	
e	32656	
o	27381	
p	24394	
x	22002	
u	20721	
b	13156	
g	11391	
w	10251	
ñ	7582	
r	6001	
á	4691	
ú	3395	only_lower
l	2996	
é	2979	
í	2666	only_lower
ó	2514	only_lower
ʉ́	2000	only_lower
f	632	
á̱	338	only_lower
z	316	
v	295	only_lower
