cluster	count	casing patterns
a	181376	
c	110851	
h	94527	
u	87473	
i	84691	
n	81010	
t	62213	
y	53238	
o	51838	
r	37685	
ñ	34291	
v	29313	
s	24775	
ɨ	24516	
d	20515	
e	19507	
í	12734	only_lower
m	9256	
á	9019	
q	5781	
a̱	5471	only_lower
ó	4526	only_lower
ú	4250	only_lower
l	3897	
i̱	3454	only_lower
x	3442	
j	3438	
g	1930	
p	1672	
b	1535	
é	1347	
ɨ̱	1271	only_lower
o̱	1061	only_lower
u̱	936	only_lower
ɨ́	871	only_lower
e̱	755	only_lower
f	659	
z	393	
k	9	only_lower
ṉ	1	only_lower
ɨ̱́	1	only_lower
