cluster	count
a	241926
e	181945
ü	133542
n	86909
k	75172
g	70792
i	66303
r	55979
b	52303
t	51470
d	42549
m	42382
w	39977
l	37335
u	34886
y	29529
o	26355
p	25001
ï	23113
f	22523
s	22049
h	19983
z	10756
ö	9692
ꞌ	5562
j	4950
c	4848
v	1154
0	234
1	173
2	106
4	65
5	62
3	47
7	40
6	38
9	33
8	26
