cluster	count	casing patterns
a	231844	
i	107140	
n	71967	
m	61444	
k	50244	
y	49782	
t	49350	
e	46189	
l	45012	
ə	42516	only_lower
g	37738	
u	33449	only_lower
r	31361	
h	26012	
b	24682	
ŋ	24619	
d	24423	
s	23233	
à	22382	
ɗ	18777	
z	16808	
f	11666	
w	11423	
o	11243	
v	10259	
ʉ	9664	only_lower
ə̀	7215	only_lower
j	6127	
p	4233	
c	3926	
è	2508	
ì	1829	only_lower
ɓ	1298	
ə̂	1200	only_lower
â	986	only_lower
á	744	only_lower
ò	557	
1	533	
î	319	only_lower
2	255	
ù	165	only_lower
3	150	
4	124	
5	98	
7	76	
6	74	
0	67	
8	65	
ô	65	only_lower
9	52	
ê	43	only_lower
ə́	19	only_lower
é	13	only_lower
í	8	only_lower
ú	3	only_lower
