cluster	count	casing patterns
a	103652	
j	90350	
i	85781	
e	80626	
c	73522	
n	68109	
o	65974	
m	52822	
u	45412	
ü	41282	only_lower
r	40958	
s	32252	
t	31294	
g	25517	
d	23817	
y	21051	
p	20542	
z	17817	
ö	15514	only_lower
b	14675	
x	12933	
h	11748	
ñ	11471	only_lower
í	10131	only_lower
ä	7171	only_lower
ë	6963	only_lower
l	6210	
v	6150	
ã	5557	only_lower
o̱	4794	
á	3807	only_lower
ó	2668	only_lower
ũ	2630	only_lower
ú	2561	only_lower
i̱	2450	
ṉ	1932	only_lower
õ	1928	only_lower
ẽ	1803	only_lower
f	1442	
q	985	
é	734	only_lower
ĩ	336	only_lower
k	13	only_lower
0	3	
4	2	
1	1	
