cluster	count
a	188644
i	122673
n	82293
u	49496
m	39436
y	32814
b	31121
s	30746
l	30300
k	27328
d	24623
ŋ	22373
t	20535
r	20056
e	18183
ɔ	17006
ɛ	16258
o	13439
g	13247
z	11292
p	10627
w	7078
h	3830
f	1805
v	1404
