cluster	count
क	38860
र	28486
स	19769
न	17986
ल	17180
त	16340
अ	15263
ह	14759
भ	14140
प	12260
म	11794
य	10496
हि	8998
ओ	8074
आ	7570
मे	7526
रा	7269
ऽ	6788
ब	6139
व	6133
केँ	5359
जे	5357
का	5293
नि	5146
ए	5043
ना	4843
सँ	4742
बा	4729
ज	4688
ग	4611
छि	4582
छ	4435
ला	3952
हाँ	3794
दे	3747
र्	3631
थि	3579
श्‍	3481
प्	3439
ख	3359
जा	3257
न्‍	3122
स्‍	3032
वा	2937
मा	2872
त्	2795
हु	2718
छी	2716
वि	2676
ले	2667
ता	2558
द	2554
इ	2406
ने	2267
शु	2257
औ	2252
कि	2202
तँ	2059
उ	2033
हो	1994
च	1989
ध	1977
दा	1928
गे	1921
यी	1918
रि	1897
लो	1845
ई	1838
से	1834
या	1752
ष्‍	1752
ति	1747
त्‍	1714
श	1609
मु	1604
सा	1571
ट	1563
पा	1561
हा	1456
ण	1390
चा	1378
द्	1357
रो	1346
सी	1316
सं	1301
दि	1290
रै	1255
लि	1233
री	1228
हुँ	1181
सु	1142
पु	1140
को	1078
रू	1076
है	1070
के	1045
थ	983
भा	971
भे	936
ड़	925
क्	890
ष	884
बि	872
म्‍	861
की	859
टा	859
नु	856
नो	814
बै	797
पू	794
भु	785
शि	767
रे	766
हू	755
दू	751
पि	718
क्‍	706
ठा	705
चि	695
छु	694
घ	693
जी	685
दो	667
ली	663
ल्‍	659
जँ	630
धा	600
ते	594
नी	590
सि	587
मि	586
दी	584
तु	583
बु	577
रु	576
शा	563
खि	550
यो	550
तो	535
ही	528
बे	524
मी	523
ठ	518
ड	509
धि	501
लै	495
ण्‍	486
खा	484
कै	483
ड़ि	480
गा	472
नै	466
मो	465
था	462
फ	458
फे	458
जि	457
यु	457
तै	441
वी	439
लु	407
व्‍	406
ढ़	396
ती	384
दु	378
दै	375
छै	365
ड़ा	364
च्‍	358
प्‍	351
बी	350
पौ	346
षा	341
ज्	338
ञा	338
णेँ	338
कु	330
जो	325
छो	323
ज्‍	317
टि	307
भो	307
काँ	295
खू	295
मू	295
हे	293
झ	285
तेँ	285
यू	282
थ्‍	279
नू	278
हेँ	263
गु	249
छा	248
यौ	244
गि	242
सो	237
भी	232
टे	221
तोँ	219
टी	216
ये	215
वे	212
गी	204
मृ	202
गो	191
पी	185
हूँ	185
श्	183
खै	176
ठी	172
दृ	172
पृ	172
धी	168
पै	168
भेँ	164
ढ़ि	162
चु	158
शी	155
वै	153
कृ	152
बू	151
ठौ	150
ध्‍	149
स्	149
खु	141
छाँ	140
मुँ	137
फि	133
हँ	130
ग्‍	127
सै	127
अं	126
आँ	125
ऐ	124
ख्‍	124
गाँ	124
णा	124
ऊ	123
गै	123
ठि	121
झि	119
हृ	119
ब्	117
खो	111
कू	110
ट्	109
ढ़ा	109
ड़ी	105
ड़ै	104
सू	104
नौ	103
हीं	103
घू	101
ची	98
शै	96
षी	94
भि	93
बाँ	92
गू	88
ग्	86
णी	85
फा	85
वं	85
यं	84
शे	84
षे	84
झै	82
दुः	82
पे	81
चे	80
माँ	80
झा	78
टै	77
पाँ	73
डे	72
धो	72
म्	71
सौं	70
जै	69
बौ	69
सिं	69
चौ	68
बो	68
शं	67
भू	66
यै	66
झू	64
घा	63
झी	63
फु	63
तौ	60
खे	59
रौ	59
षि	59
झु	58
सृ	58
खी	57
लू	57
घु	55
थु	55
ब्‍	55
धै	53
शो	53
साँ	53
दौ	52
डा	51
घृ	50
णि	50
चो	49
गौ	48
जौ	48
पं	48
घो	47
टु	47
धु	47
लं	47
ढ़ै	46
ढ़ौ	46
फँ	46
खौ	45
पो	45
मँ	43
ङ	41
चाँ	41
जु	41
थी	41
वृ	41
ड्	40
जाँ	39
त्‌	39
फू	39
हौ	39
ढ़ी	38
याँ	38
ठो	37
ठे	35
यि	35
चै	34
टो	34
झाँ	33
डी	33
छे	32
डि	32
रेँ	31
जं	29
ऊँ	28
लौ	27
सां	27
डाँ	26
तू	26
ऋ	25
ड़ो	25
भ्	23
मै	23
द्‌	22
न्	21
ड़ू	20
डु	20
ढा	20
थो	19
चू	18
टाँ	18
सौ	18
छौ	17
ढ	17
न्‌	17
रं	17
ड्‌	16
दाँ	16
धू	16
बँ	16
मौ	16
निः	15
म्‍‍	15
कौ	14
घे	14
ड़ौ	14
तृ	14
थू	14
जू	13
झौ	13
थै	13
झो	12
वो	12
छेँ	11
डँ	11
णो	11
फै	11
हं	11
ठू	10
थे	10
फी	10
फ्	10
सीँ	10
कँ	9
घै	9
छैं	9
झँ	9
डो	9
ऊँ‍	8
घि	8
जिं	8
ठै	8
बेँ	8
खेँ	7
ङु	7
टौ	7
हिं	7
कां	6
कुं	6
झे	6
टू	6
ढें	6
तं	6
थेँ	6
फाँ	6
फो	6
भै	6
0	5
अँ	5
उँ	5
औँ	5
खों	5
गृ	5
गों	5
जौं	5
ढं	5
ढ़े	5
नां	5
पैं	5
लेँ	5
लें	5
6	4
एँ	4
ख्	4
घाँ	4
छू	4
ढो	4
यां	4
रां	4
रृं	4
4	3
ओं	3
घोँ	3
डं	3
ड़ु	3
ढे	3
धाँ	3
भों	3
भ्‍	3
रों	3
व्	3
शू	3
हें	3
2	2
ओँ	2
किं	2
खूँ	2
घी	2
चं	2
ढु	2
तः	2
धँ	2
नं	2
नाँ	2
फों	2
बं	2
बें	2
लैं	2
शः	2
स्‍‍	2
1	1
5	1
7	1
8	1
आं	1
कं	1
कें	1
कैं	1
खौं	1
ग‍	1
घें	1
घ्	1
घ्‍	1
ङी	1
छँ	1
