cluster	count	casing patterns
a	151013	
ɛ	110625	
e	75341	
l	70653	
i	54419	
b	53371	
n	51180	
k	45633	
ɔ	37147	
o	36218	
m	35524	
h	34174	only_lower
y	33525	
u	33067	
z	22902	
w	22510	
p	22110	
g	20995	
d	18269	
r	15724	
s	15648	
t	13633	
ŋ	11251	
꞊	6026	
f	3590	
j	2692	
v	868	
c	378	
1	172	
0	141	
2	96	
4	56	
3	50	
6	37	
5	35	
7	28	
8	17	
9	10	
