cluster	count
a	265238
l	67927
à	61865
k	50032
ə	45000
g	38092
u	37309
w	31854
m	30520
s	30382
t	29501
ŋ	27828
z	26785
y	25276
i	23848
n	23789
h	22537
d	22373
o	12875
b	11308
e	11096
ɗ	10367
v	9653
r	8940
p	6054
f	4612
ə̀	3035
ɓ	2551
ò	1917
ù	647
ˈ	479
ì	448
è	337
0	2
c	2
1	1
2	1
4	1
