cluster	count	casing patterns
e	276925	
a	253765	
o	192474	
s	174904	
r	148501	
n	124916	
d	119387	
l	119198	
i	113034	
t	87733	
u	84919	
c	73257	
y	61550	
m	56234	
p	46944	
h	46539	
b	36015	
v	27964	
j	22068	
g	18832	
q	18657	
á	16884	
í	16415	
é	16178	
ó	15892	
f	12578	
z	9718	
ñ	3881	only_lower
ú	2941	
x	1449	only_lower
ü	118	only_lower
k	103	
w	10	
ý	1	only_upper
כ	1	
ק	1	
