cluster	count
a	165428
i	155881
u	122336
t	69774
n	53857
q	48281
s	41392
k	39623
m	33890
l	31655
g	26063
r	25212
ġ	23410
p	22928
ŋ	21142
ñ	17760
h	15144
y	11418
c	10267
v	10112
ḷ	9005
e	5561
ł	5282
ł̣	1554
o	1266
w	557
d	532
b	370
0	254
1	199
2	130
z	124
4	72
3	70
x	70
5	60
6	42
j	41
8	40
9	37
7	28
f	16
