cluster	count
ی	45144
ا	30036
ن	21992
ر	16468
د	12551
ل	11641
و	9994
گ	8303
م	5918
س	5845
ه	4982
ب	4766
اُ	4606
ت	4599
ق	4070
ز	3989
پ	3667
لِ	3400
ش	2847
غ	2808
آ	2678
ک	2246
اِ	2155
چ	2015
ع	1735
مِ	1444
بِ	1324
خ	1226
یَ	1214
دِ	1136
بُ	1035
هِ	1005
گِ	927
یِ	833
سِ	805
ج	800
رِ	793
ح	771
سُ	757
ه‌	686
مّ	661
گُ	618
دُ	588
شِ	532
کَ	486
نَ	459
یُ	425
شُ	369
مَ	363
ف	357
شَ	342
جِ	329
ط	326
کِ	315
قُ	311
دَ	285
ص	261
نِ	255
بَ	236
لَ	219
پِ	219
لّ	193
تُ	186
زِ	185
چِ	181
تِ	172
جُ	170
کُ	164
ض	131
چُ	116
مُ	111
اَ	109
تَ	106
رُ	99
ث	97
فَ	91
سَ	90
حُ	83
ی‌	83
لِّ	81
رّ	78
عُ	71
دِّ	67
وِ	60
ظ	58
تّ	54
رَ	47
وَّ	46
فِ	45
طُ	42
یٰ	42
بَّ	41
خُ	38
ت‌	36
زَ	35
ئ	34
ذ	33
چَ	33
گَ	33
رِّ	32
حِ	30
سّ	27
صِ	27
نُ	24
پَ	24
کّ	24
دّ	20
حَ	17
پُ	17
عَ	16
ل‌	16
نِّ	14
نّ	14
ن‌	14
عِ	13
هُ	13
جَ	12
مَّ	11
زُ	10
جّ	9
خَ	8
طِ	6
قّ	6
فُ	5
هَ	5
وّ	5
گّ	5
قِ	4
لُ	4
کَّ	4
بّ	3
ح‌	3
زَّ	3
سِّ	3
س‌	3
ضِ	3
لَّ	3
ژ	3
گَّ	3
زّ	2
صَ	2
م‌	2
وَ	2
یٰ‌	2
1	1
4	1
8	1
ثُ	1
ث‌	1
ج‌	1
دَّ	1
ذِ	1
ع‌	1
غُ	1
فّ	1
پ‌	1
گِّ	1
