cluster	count	casing patterns
ɛ	119277	
a	84011	
n	51657	
ɔ	50767	
k	45191	
b	41335	
u	35370	
e	34784	
i	32828	
s	29155	
l	28360	
t	25798	
y	25317	
g	17260	
d	16757	
p	16659	
m	15736	
h	15528	
o	12936	
z	10409	
w	8198	
r	5011	
ɖ	3913	
f	3278	
v	2783	
ŋ	2447	
ã	1985	only_lower
x	1230	
ɛ̃	1077	only_lower
ɔ̃	797	only_lower
ũ	636	only_lower
ɛ̀	306	only_lower
ɛ́	269	only_lower
ƒ	73	only_lower
1	51	
à	35	only_lower
0	30	
á	29	only_lower
2	26	
4	25	
ẽ	19	only_lower
ɔ́	15	only_lower
3	12	
6	11	
è	11	only_lower
5	10	
é	10	only_lower
ĩ	7	only_lower
ɔ̀	6	only_lower
7	5	
9	5	
8	4	
í	3	
ó	2	only_lower
