cluster	count
ə	213535
n	128565
i	106490
t	90594
m	89324
a	78112
h	56782
u	54371
ɨ	49495
k	47482
o	34810
r	31406
l	31096
e	30311
s	23673
p	18752
g	18644
v	9286
f	6228
d	270
w	182
b	176
j	125
0	36
1	25
2	14
4	10
3	6
6	5
5	3
7	1
8	1
y	1
