cluster	count	casing patterns
n	182157	
a	158850	
ꞌ	119510	only_lower
j	102656	
s	82967	
i	70709	
u	59842	
c	58326	
a̱	56474	
e	55955	
o	48565	
r	41579	
m	34594	
y	32764	
h	31793	
t	27971	
e̱	27107	
í	26685	only_lower
á	23727	only_lower
v	22362	
d	21507	
o̱	20418	
i̱	15823	only_lower
g	14673	
u̱	12653	
é	11943	
ú	11313	
q	9628	
ó	9033	
x	7919	
z	3801	
l	3526	
p	1724	
b	1373	
ü	1055	only_lower
f	501	
û	196	only_lower
â	128	only_lower
ñ	99	only_lower
ê	71	only_lower
0	70	
4	36	
2	21	
ô	18	only_lower
3	14	
6	13	
5	12	
k	12	only_lower
1	11	
7	9	
8	8	
9	5	
