cluster	count	casing patterns
a	142329	
r	123820	
e	123798	
i	107920	
ꞌ	98756	only_lower
o	85042	
ã	80655	
c	78642	
ʉ	75757	
t	66074	
n	63026	
s	54541	
m	52843	
w	52811	
u	41579	
j	40846	
p	37599	
ĩ	29256	
ʉ̃	28932	
ẽ	27760	
õ	23868	
y	16716	
g	15657	
b	15356	
d	15058	
ñ	9236	
q	8299	
ũ	6321	
í	4480	only_lower
é	3010	
l	2787	
ú	2339	only_lower
á	1263	only_lower
ó	1016	only_lower
h	888	
f	882	
ã́	815	only_lower
ṍ	627	only_lower
v	627	
z	450	
ẽ́	388	only_lower
ʉ̃́	256	
ĩ́	201	only_lower
ṹ	127	only_lower
ʉ́	93	only_lower
k	23	
1	10	
x	10	only_lower
3	7	
2	6	
5	3	
7	2	
0	1	
4	1	
9	1	
