cluster	count	casing patterns
a	203120	
n	139073	
t	126256	
u	121837	
c	113931	
l	99791	
h	95335	
a̠	79294	only_lower
i	67388	
i̠	63409	only_lower
x	51708	
m	48926	
á	42333	only_lower
s	40272	
p	38209	
k	37874	
y	29033	
o	21941	
q	21208	
e	17961	
r	17272	
á̠	14464	only_lower
ú	13817	only_lower
u̠	13464	only_lower
j	12510	
í	9789	only_lower
z	9306	
í̠	7473	only_lower
d	6224	
é	3016	only_lower
o̠	2689	only_lower
e̠	2064	only_lower
b	1628	
g	1042	
ú̠	892	only_lower
ó	809	only_lower
f	676	
é̠	371	only_lower
v	281	only_lower
ó̠	115	only_lower
w	61	
ñ	40	only_lower
1	27	
2	25	
3	16	
0	11	
4	10	
5	7	
6	5	
8	4	
9	4	
7	1	
