cluster	count	casing patterns
n	132139	
a	99612	
i	95566	
k	79987	
e	65382	
o	56611	
t	56378	
g	50784	
e̱	44457	
c	37979	
a̱	36696	
o̱	36281	
i̱	35467	
r	35059	
l	34972	
z	32818	
d	30117	
m	29216	
u̱	26328	
y	22468	
u	21000	
b	18903	
w	12012	
v	7205	
s	7195	
j	4736	
h	4138	
ó	2827	
p	2332	
0	274	
ṯ	236	
1	99	
2	48	
5	41	
á̱	38	only_lower
4	34	
3	32	
6	22	
7	21	
8	19	
í̱	19	only_lower
ó̱	18	only_lower
9	16	
é̱	2	only_lower
