cluster	count	casing patterns
a	91460	
i	56345	
u	56312	
m	38219	
n	36959	
b	36627	
e	31578	
l	26092	
o	20856	
s	19611	
t	17261	
y	14883	
h	14281	
d	11971	
k	10547	
w	10028	
g	5466	only_lower
v	4148	
p	3645	
z	3370	
f	3023	
ŋ	1403	
r	1335	
1	101	
0	75	
2	57	
3	37	
4	29	
5	24	
6	18	
9	10	
7	9	
8	9	
