cluster	count
a	207433
u	75127
e	69339
b	66156
n	62642
k	62343
i	57963
l	49981
i̱	49342
h	48196
o	41186
m	39811
g	38116
y	33363
t	29974
w	25103
u̱	20742
s	20180
d	11996
j	6195
ʼ	3696
p	1013
f	830
c	215
v	96
1	25
3	9
6	9
2	8
5	7
4	5
7	4
0	3
8	3
9	3
