cluster	count
é	113356
n	88554
a	86428
o	81394
e	61233
i	58584
u	51084
b	48086
g	46911
d	46153
t	44270
m	43252
r	35013
s	30655
w	27180
k	27071
l	26811
y	24693
f	18674
h	8219
p	349
j	14
í	1
ó	1
