cluster	count
e	13976
n	10162
a	9557
t	5111
i	4869
d	4702
s	4482
é	3912
m	3438
l	3431
y	3191
r	3079
w	2883
h	2165
k	2144
ɣ	2005
u	1399
o	1311
ǎ	1207
g	1199
f	950
b	943
ḍ	778
š	663
q	654
z	613
ǧ	441
ẓ	363
ḷ	282
ṭ	231
x	176
ƹ	151
ḥ	116
j	112
ŋ	88
ṣ	60
ă	6
ɲ	6
â	1
ô	1
