cluster	count
a	215332
i	113122
e	106630
o	89945
n	75315
u	63410
w	61674
l	59690
h	59128
m	53986
d	41244
y	32919
g	31617
r	24550
t	20135
b	19429
k	18881
v	14693
s	9317
p	4593
z	4522
j	3312
f	3138
x	1355
0	338
c	259
1	118
5	117
2	60
6	60
7	56
3	45
4	41
9	37
8	24
