cluster	count
a	219212
i	109276
u	64156
o	61961
n	61114
e	58836
h	49657
g	41797
l	38005
t	34935
m	34919
w	30179
p	29365
y	27816
b	19589
d	13504
k	12377
s	7477
ꞌ	605
1	108
0	95
7	88
2	64
4	36
6	19
5	12
8	12
3	11
9	6
