cluster	count	casing patterns
n	200057	
a	134760	
i	109836	
j	90915	
ꞌ	85006	only_lower
u	78197	
s	69714	
g	63252	
i̱	42871	
r	42729	
h	31484	
d	24437	
a̱	24325	
e	22825	
y	21222	
t	20308	
c	18701	
í	16042	only_lower
o	13105	
é	13062	
m	12999	
e̱	11476	only_lower
x	11007	
á	9186	only_lower
ú	8267	
u̱	7222	only_lower
ü	7075	only_lower
l	4817	
o̱	4141	only_lower
ā	3762	only_lower
q	3082	
p	2209	
ī	1442	only_lower
b	1415	
ó	1011	only_lower
ñ	759	only_lower
f	746	
ū	581	only_lower
ē	492	only_lower
v	474	
z	410	
ō	70	only_lower
k	11	only_lower
0	7	
4	4	
1	2	
