cluster	count
a	141860
i	90372
o	71727
e	65434
t	62284
n	55378
u	41158
m	38054
g	34038
l	27560
h	25505
p	25320
s	23330
r	22996
v	20632
ŋ	20145
d	14270
z	10788
b	10622
y	9783
1	5178
k	4951
w	4629
2	3017
3	1712
4	1353
5	1185
6	1003
0	978
7	780
8	772
9	764
f	22
