cluster	count	casing patterns
i	157154	
e	146299	
a	133693	
n	115621	
t	82082	
l	80871	
m	66064	
x	54889	
s	51286	
u	48722	
o	45905	
h	27392	
g	24748	
v	23719	
k	22794	
r	19653	
p	17458	
b	13549	
d	11430	
1	541	
0	413	
2	350	
f	310	
4	193	
3	181	
7	168	
5	137	
6	121	
8	94	
9	80	
w	27	
y	2	only_lower
