cluster	count	casing patterns
a	65632	
k	37572	
i	35957	
n	33840	
p	28897	
l	27480	
e	26389	
t	26179	
m	23208	
u	18631	
w	17059	
r	17011	
o	16163	
g	12096	
y	5018	
h	4893	
s	4689	
j	2328	
d	142	
0	96	
1	41	
2	21	
4	20	
b	14	only_lower
5	12	
f	10	only_lower
7	8	
8	6	
3	4	
9	4	
6	1	
