cluster	count	casing patterns
a	228099	
á	150257	
m	112407	
t	78448	
n	74584	
i	72019	
k	62942	
q	59934	only_lower
e	52419	
r	49915	only_lower
y	49041	
u	36752	
í	33666	
o	29062	
w	27354	
é	21172	
b	19893	
ó	17185	
p	13282	
ú	10733	only_lower
g	7247	only_lower
î	5438	
û	4473	only_lower
ô	3375	only_lower
ê	1404	
â	773	
0	282	
1	61	
s	38	only_lower
2	37	
4	35	
5	30	
3	17	
6	10	
9	9	
7	6	
d	4	only_lower
8	2	
½	1	
