cluster	count
a	8647
n	4665
i	4148
e	3784
o	3698
u	3308
t	3174
s	2508
l	2369
r	2204
y	1997
b	1897
k	1885
ə	1878
x	1770
m	1496
ğ	1289
d	983
ş	955
p	760
z	724
q	707
v	559
h	470
ç	449
g	448
c	366
f	262
ü	258
ś	225
ǒ	211
ə̌	208
ě	203
ö	177
ı	157
š	149
č	144
ç̌	77
ǔ	71
ı̌	34
ǰ	28
ǐ	25
j	21
0	1
5	1
6	1
7	1
ǧ	1
