cluster	count
e	99948
a	91583
o	88361
n	64133
d	57801
s	56347
t	55220
i	47316
u	41708
y	39591
l	31364
g	30369
w	25585
m	25428
h	24666
r	23057
f	19443
k	18398
p	16423
c	12797
b	11475
v	6962
z	2417
j	2036
ʼ	1232
x	318
q	62
0	51
1	18
2	15
4	7
6	5
5	2
7	2
