cluster	count
a	153679
i	104674
t	88809
n	88086
k	72179
l	65631
e	40878
ꞌ	39149
s	38273
ʼ	36531
b	36398
j	35408
h	35005
á	31183
o	29811
u	28348
x	25342
c	25328
w	18620
m	17051
y	15770
é	10800
d	10647
p	7750
í	4800
ó	4783
ú	4780
r	4637
g	283
f	236
