cluster	count	casing patterns
a	222994	
n	99657	
e	98923	
i	92143	
t	86510	
u	78808	
o	60472	
r	50137	
m	48725	
l	38221	
k	34847	
s	32403	
h	30623	
g	22695	
p	19293	
b	16845	
ö	11719	only_lower
j	1277	only_upper
d	646	
v	244	only_lower
0	200	
1	41	
w	32	only_lower
4	27	
5	26	
2	22	
f	22	
3	16	
9	11	
y	6	only_upper
6	5	
7	5	
8	2	
