cluster	count	casing patterns
a	104789	
m	44612	
ŋ	43743	
ô	37591	
i	34937	
ê	31209	
n	30869	
l	29996	
k	28538	
h	24350	
b	21865	
t	21228	
e	20480	
y	16004	
o	14891	
u	14741	
v	13829	
d	9315	
s	8600	
p	8359	
w	4020	
j	1949	
g	1250	
1	321	
0	311	
2	202	
3	113	
4	110	
5	109	
6	97	
9	71	
8	66	
7	44	
r	1	only_lower
