cluster	count	casing patterns
a	175290	
i	108849	
ɨ	102275	
e	94252	
o	90859	
n	83387	
m	61497	
c	53079	
u	47760	
l	41046	
d	36423	
r	32957	
j	32791	
t	26341	
s	23232	
ñ	17984	
f	17951	
b	11471	
g	6255	
ú	2370	only_lower
p	1294	
é	932	only_lower
í	930	only_lower
y	673	only_lower
v	596	
á	414	only_lower
z	410	
h	383	
ó	351	only_lower
q	142	
x	15	only_lower
k	12	only_lower
0	3	
4	2	
1	1	
