cluster	count
a	863925
i	424152
e	338197
o	264732
u	259988
s	233461
n	214826
t	179378
k	177648
r	167670
p	137880
m	122191
l	109509
v	94050
g	73003
d	63155
h	50784
b	48496
ṉ	33180
q	28864
z	22436
1	100
2	43
3	38
5	19
4	18
6	18
0	13
9	12
7	8
8	8
c	3
w	1
