cluster	count	casing patterns
a	301291	
h	139889	
i	118171	
m	112555	
r	81037	
u	74610	
e	67277	
j	62904	
n	55196	
ʌ	54552	only_lower
g	53537	
c	45154	
p	44638	
k	43039	
d	36406	
t	33612	
w	32170	
b	29457	
o	25325	
ã	24014	only_lower
s	22550	
ë	14088	only_lower
ö	13162	only_lower
ĩ	12684	only_lower
ʌ̈	9235	only_lower
ẽ	7135	only_lower
õ	5401	only_lower
ũ	3406	only_lower
l	3404	
ʌ̃	2932	only_lower
y	2447	
á	1932	only_lower
ú	1225	only_lower
í	915	only_lower
ä	480	only_lower
1	428	
f	425	
é	408	only_lower
v	385	
ó	255	only_lower
z	252	
2	215	
ñ	202	only_lower
ʌ́	198	only_lower
3	140	
4	125	
q	115	
0	111	
5	87	
9	73	
6	59	
8	54	
7	53	
x	14	only_lower
