cluster	count	casing patterns
a	161096	
i	115795	
u	108471	
h	75413	
e	68659	
n	63379	
l	61181	
v	51749	
m	47617	
w	41075	
o	40589	
y	35415	
k	35326	
t	30119	
s	26927	
z	21676	
g	16812	
p	15710	
d	8870	
b	6793	
j	6186	
f	4366	
á	3527	
c	793	
0	314	
1	201	
í	125	only_lower
2	112	
7	112	
ʼ	80	
4	56	
6	33	
3	24	
5	24	
9	22	
8	20	
ó	14	only_lower
é	4	only_lower
