cluster	count
a	279551
u	101693
i	96179
e	89928
è	87817
n	74925
h	66959
d	66225
m	49156
r	48713
ꞌ	48380
s	44563
k	39904
o	39473
t	37217
l	35103
g	29789
p	26151
b	20746
j	14584
c	6951
y	1400
f	494
w	106
0	94
1	46
2	39
4	33
3	23
6	14
5	10
7	9
9	8
8	3
q	1
x	1
