cluster	count
a	156995
e	111432
n	75274
ɛ	55088
o	54181
ɔ	49364
ŋ	49275
k	46028
y	45492
b	42948
i	38898
l	32928
m	31578
u	28485
d	24792
t	22910
s	21962
r	17479
w	17041
g	14952
p	8612
f	5148
h	288
0	217
1	46
2	32
4	29
5	15
3	12
6	9
7	9
9	7
8	2
x	1
