cluster	count
a	138704
i	120824
n	80781
u	70098
r	53609
g	52293
k	46172
b	34933
s	33338
m	28495
o	27965
e	24001
t	23655
h	23272
d	19602
y	18582
w	13292
z	9447
p	6477
à	5828
c	4932
l	4245
v	2996
j	1702
ù	1356
e̱	1156
ɨ	870
â	744
f	589
ì	485
á	228
0	126
í	85
1	77
2	59
4	42
ǎ	40
3	32
ī	28
ě	24
5	20
9	17
6	11
7	11
ū	10
8	5
ò	5
è	3
ú	3
ā	2
é̱	2
î	2
è̱	1
û	1
ɨ̀	1
