cluster	count
ᨶ	32963
ᨦ	26861
ᨠ	15390
ᨾ	14753
ᨿ	12300
ᩅ	11031
ᩁ	10078
ᨻᩕ	8975
ᨸ	8786
ᨴᩦ᩵	8209
ᨤᩫ᩠	6590
ᩉ᩵ᩪ᩠	6458
ᨠᩢ᩠	6241
ᨣᩴ᩵	5608
ᨧᩮᩢ᩶ᩣ	5554
ᩅ᩵ᩤ	5538
ᩋ	5460
ᨡᩬ	5327
ᨯ	5322
ᨸᩮ᩠	5152
ᩉᩨ᩶	4851
ᨧᩢ᩠	4615
ᨴ᩵ᩤ᩠	4046
ᨣ᩺	4042
ᨷᩴ᩵	3958
ᨯᩱ᩶	3923
ᩉ᩠	3779
ᨦ᩠	3660
ᩁᩮᩢᩣ	3633
ᨾᩣ	3529
ᩋᩫ	3404
ᨡᩮᩢᩣ	3357
ᩓ᩠	3267
ᨻᩱ	3141
ᨾᩦ	3094
ᨶᩱ	3012
ᨿᩮ	2908
ᨶᩢ᩠᩶	2612
ᩈ	2355
ᩅ᩠	2266
ᨿ᩠	2256
ᨿᩮᩡ	2253
ᨡ᩶ᩣ	2163
ᨲ	2140
ᩅᩣ᩠	2125
ᨤ᩠	2061
ᨪᩪ	2058
ᨲᩯ᩵	2034
ᩀᩪ᩵	2032
ᨴ᩠	1981
ᨶᩦ᩶	1957
ᨷ	1956
ᨹᩪ᩶	1903
ᩁᩢ᩠	1806
ᨲᩣ᩠	1764
ᨧᩣ᩠	1712
ᨩᩣ	1671
ᨿ᩶ᩬ	1667
ᨠᩣ᩠	1661
ᨽ	1588
ᩃᩣ᩠	1550
ᩈ᩠	1545
ᩋᩪ᩶	1531
ᨧᩱ	1469
ᨲᩫ᩠	1462
ᨯᩦ	1441
ᨠ᩠	1359
ᨴᩘ᩠	1314
ᩉᩢ᩠	1195
ᨩᩮᩥ᩵ᩬ	1152
ᨷᩬ	1151
ᨾᩮᩥ᩵ᩬ	1150
ᨡᩮᩢ᩶ᩣ	1092
ᨻᩮᩥ᩵ᩬ	1092
᩻	1076
ᨣᩣᩴ	1065
ᨩᩣ᩠	1056
ᩈᩢ᩠	1048
ᨷᩫ᩠	1032
ᨴᩧ᩠	1015
ᩃ	1012
ᩈᩬ	1010
ᨡᩧ᩠᩶	1007
ᩅᩱ᩶	1005
ᨷᩤ᩠	1002
ᩁᩪ᩶	987
ᨶᩣ᩠	986
ᨲ᩺	983
ᩀ᩵ᩣ᩠	980
ᨲ᩶ᩬ	969
ᨾᩥ	968
ᩁ᩠	967
ᨡ᩠	929
ᨣᩤ	926
ᨣ᩵ᩪ	926
ᨳᩮᩥ᩠	926
ᩉᩮᩬ᩠	926
ᨬ᩠	908
ᨣᩕᩥ	897
ᨶᩧ᩠᩵	882
ᩋᩢ᩠᩶	882
ᨳ᩶ᩣ	876
ᩕ	844
ᩈᩥ᩠᩵	842
ᨿᩥ᩠	834
ᩉᩯ᩠	830
ᩐᩣ	821
ᩁᩮᩥ᩵ᩬ	818
ᩈᩩ	818
ᨲᩬ	809
ᩅᩢ᩠	782
ᩉᩣ	782
ᨧᩫ᩠	775
ᨾᩮᩥᩬ	741
ᨩᩱ᩶	712
ᨱ	707
ᨹᩱ	707
ᨯᩱ	705
ᨳᩪ	704
ᨿᩢ᩠	703
ᩃᩪ	702
ᩁᩥ	698
ᩋᩬ	690
ᩅᩥ᩠	686
ᨬ	663
ᩉᩣ᩠	661
ᨲᩥ	654
ᨶᩢ᩠	653
ᩃᩰ	651
ᨯ᩠	650
ᩈᩣ	649
ᩃᩫ᩠	637
ᨴ	635
ᨯᩰᩫ᩠	634
ᨡᩬᩴ	607
ᨻᩣ	604
ᨩᩦ	603
ᨾᩣ᩠	603
ᨶ᩶ᩣ	601
ᨻᩴ᩵ᩬ	601
ᨿᩬ	600
ᨻ	599
ᨲᩴ᩵ᩬ	583
ᨾ᩠	581
ᩅᩥ	581
ᨴᩤ᩠	552
ᨠᩥ᩠	548
ᩋᩢ᩠	548
ᨾᩯ᩵	538
ᩃᩣ	531
ᩃᩢ᩠	524
ᩇ	523
ᩃᩮᩥ᩠	518
ᨵᩥ᩺	517
ᨠᩕ	512
ᨻᩮᩢᩣ	501
ᩃᩰᩫ᩠	498
ᨠᩮᩥ᩠	490
ᨿᩢ	490
ᨾᩢ᩠	489
ᨷᩢ᩠	483
ᨷᩩ	483
ᨼᩢ᩠	481
ᩋᩣ	477
ᩁᩢ	471
ᩅ᩻	465
ᨴᩰᩫ᩠	458
ᨲᩣ	457
ᨶ᩶ᩬ	457
ᨧ	452
ᩈᩥ᩠	445
ᨾᩫ	442
ᨤᩨ	441
ᨹᩴ᩵ᩬ	439
ᨿ᩺	428
ᩁ᩶ᩬ	424
ᨧᩥ᩠	416
ᨴᩢ᩠	415
ᨪᩣ	411
ᨯᩣ	411
ᩈᩢ᩠᩵	410
ᨬᩣ᩠	409
ᨷᩕ	406
ᨧᩧ᩠	404
ᨲ᩠	404
ᨵᩥ	399
ᩈᩣ᩠	398
ᨴᩮᩥᩬᩡ	391
ᨹ᩠	391
ᨠ᩵ᩬ	380
ᨲᩢ᩠᩶	380
ᨶ᩠	378
ᩉᩮᩖᩥᩬ	378
ᩈᩣᩴ	376
ᨲ᩵ᩣ᩠	372
ᨷ᩶ᩤ᩠	369
ᨻᩥ᩠	368
ᨣᩧ᩠	367
ᨯᩥ᩠	367
ᨠ᩵ᩣᩴ	366
ᨴᩯ᩶	364
ᩉᩖᩢ	359
ᩋᩣᩴ	357
ᨻᩦ᩵	356
ᨩ᩠᩵	352
ᨷ᩵ᩤ	352
ᨶᩣ	351
ᩉᩫ᩠	351
ᨴᩪ	350
ᨵᩢ	349
ᨳᩣ᩠	346
ᨩᩱ᩵	344
ᨶᩮᩥ᩵ᩬ	343
ᨿᩱ᩵	340
ᩉᩱ᩠	337
ᩋᩨ᩠᩵	333
ᨠᩮᩢ᩵ᩣ	331
ᩈ᩠᩵	325
ᨿᩣ	323
ᨴᩩ	321
ᨿᩣ᩠	319
ᩉᩢ᩠᩶	318
ᨲᩥ᩠	315
ᨴᩰᩕ	313
ᨻᩮ	313
ᩅᩮ	310
ᩋᩦ᩶	309
ᨦᩣ᩠	307
ᨣᩮᩥ᩠	304
ᩈᩫ᩠	304
ᩇᩣ	303
ᨠᩯ᩵	298
ᨴᩮᩢ᩵ᩤ	296
ᨣ᩠	294
ᩅᩤ᩠	294
ᩉᩖᩣ᩠	294
ᩁᩣ	293
ᨡ᩵ᩣ᩠	292
ᨶᩢ	288
ᩁᩮᩥᩬ	285
ᩁᩪ	284
ᨲᩢ᩠	283
ᨤᩯ᩠᩶	280
ᨴᩮᩥ᩵ᩬ	279
ᨷᩥ	279
ᨡ᩺	269
ᨶ᩻ᩣ᩠	269
ᨣ᩵ᩤ	266
ᨣᩱᩕ᩵	265
ᨲᩕ	264
ᨸᩣ᩠	264
ᨴᩯ᩠	263
ᨿᩫ᩠	259
ᩈᩱ᩵	259
ᨻᩢ᩠	258
ᨡ	257
ᨯᩣ᩠	257
ᨩᩨ᩵	256
ᨬᩣ	256
ᨻ᩠	256
ᩉ᩶ᩣ᩠	256
ᨧᩣᩴ	254
ᩈᩥ	254
ᨹᩥ᩠	253
ᨿ᩵	252
ᩉᩖᩡ	251
ᨡᩦ᩶	250
ᨬᩥ᩠	247
ᩁᩬ	247
ᨠᩕᩩ	243
ᩉᩬ᩠	241
ᨹᩯ᩠᩵	239
ᨶᩬ	238
ᨵ	237
ᨣᩮᩢ᩶ᩤ	235
ᨧᩣ	229
ᨶᩣᩴ᩶	228
ᨾ᩵	225
ᩋᩥ᩠	225
ᨣᩩ	224
ᨻᩫ᩠᩶	221
ᨶᩩ	219
ᨧᩢ	215
ᨹᩫ᩠	214
ᨾᩰ	213
ᨳᩨ	209
ᩋᩮ᩠	209
ᨠᩣᩴ	208
ᨾ᩺	207
ᩃᩮᩢ᩠	207
ᨯᩯ᩠	206
ᩈᩮ᩠	205
ᨠᩖᩣ᩠	204
ᨮᩣ᩠	204
ᩆ	203
ᩋᩫ᩠	203
ᨣᩢ᩠	202
ᩃᩮᩥᩬ	202
ᩁ᩠᩵	200
ᩈᩦ	200
ᩈᩫ᩠᩵	200
ᨣ	198
ᩁᩰᩫ᩠	197
ᩉᩥ	197
ᩁᩮᩣ	195
ᨿᩰ	192
ᨶᩣᩴ	190
ᨠᩖᩫ᩠	186
ᨪᩮᩥ᩠᩵	185
ᩁ᩶ᩣ᩠	185
ᨾᩨ	182
ᨣᩕᩬ	181
ᨶᩢ᩠᩵	181
ᨷᩪ	181
ᩋᩮ	180
ᨷᩤ	179
ᨻᩕ᩵ᩬ	179
ᨾᩱ᩶	179
ᨪᩦ	175
ᨸᩢ᩠	175
ᩋ᩵ᩬ	175
ᨯᩢ᩠	174
ᨶᩥ	174
ᨿᩥ᩠᩵	173
ᩈᩢ	172
ᨧᩩ	171
ᩃᩦ	171
ᨵᩦ	170
ᨾᩯ᩶	170
ᩅᩯ	169
ᨠᩣ	167
ᩉᩦ᩠᩶	167
ᨡᩴ᩶ᩬ	166
ᨻᩴᩬ	166
ᩃᩮ	166
ᨯᩪ	165
ᨹᩦ	165
ᨧᩮᩢ᩠	164
ᨲᩖᩬ᩻	164
ᨴᩫ᩠	162
ᨳ᩠	160
ᨷ᩵ᩤ᩠	160
ᨽᩣ	160
ᨣᩢ	158
ᨳ᩶ᩬ᩠	158
ᨾᩛᩦ	158
ᩀᩨ᩠	158
ᨠᩯᩡ	156
ᨾᩬ	156
ᨶ᩠᩶	153
ᩉ᩺	151
ᨹ᩵ᩣ᩠	149
ᨾᩰᩫ᩠	149
ᨿᩪ	148
ᨠᩬ	147
ᨧᩯ᩠᩶	147
ᨡᩮ᩠	146
ᨣᩕ	146
ᨸᩫ᩠	146
ᨻᩥ	145
ᨼᩣ	145
ᩋᩢ	145
ᨡᩣ᩠	144
ᨹ᩶ᩣ	144
ᩉᩮᩥ᩠	144
ᩔ᩺	144
ᨼᩱ	143
ᨲᩮ᩠	142
ᨹᩮᩥ᩠	141
ᨸᩮᩥ᩠	139
ᨴᩥ᩠	138
ᩃᩩ	137
ᨲᩯ᩠᩵	136
ᨨ	133
ᩁ᩺	133
ᩃᩥ	133
ᨠᩮᩢ᩠	132
ᨪᩨ᩵	131
ᨹᩰᩫ᩠	131
ᨤᩬ	130
ᨸᩯ᩠	130
ᨠᩱ᩠᩶	129
ᩈᩮᩥ᩶ᩬ	129
ᨪᩮ᩠	127
ᩉᩮ᩠	127
ᨡᩢ᩠	126
ᨩ᩠	126
ᩃᩴᩬ	124
ᩁᩫ᩠	123
ᨯ᩠᩶	122
ᩁᩯ᩠	122
ᩆᩫ᩠	122
ᩁᩣ᩠	121
ᨪᩰᩬᩡ	120
ᩈᩨ	118
ᩉᩖ᩠	118
ᩉᩥ᩠	118
ᨱ᩺	117
ᨾᩮ	117
ᨿᩩ	117
ᩅ᩶ᩣ᩠	117
ᩁᩦ᩠	116
ᨯ᩠᩵	115
ᩋᩣ᩠	114
ᩌᩢ᩠	114
ᨲᩩ	113
ᨼ᩶ᩣ	113
ᨶ᩺	112
ᩃᩮᩢ᩵ᩣ	111
ᩈᩪ	111
ᨴᩮ᩠	110
ᩃ᩠᩶	110
ᨤᩨ᩠	109
ᩅ᩺	109
ᨻᩦ	107
ᩈᩦ᩵	107
ᨸᩦ	106
ᨤᩩ	104
ᨶᩥ᩠	104
ᩃᩥ᩠	104
ᨠᩴ᩵ᩬ	103
ᨲᩦ᩠	103
ᨾᩢ᩶	103
ᩅᩬ	103
ᩅ᩻ᩣ᩠	103
ᩉᩯ᩠᩵	103
ᨴᩮ	102
ᨻᩬ	102
ᩋ᩠	102
ᨩᩢ᩠	101
ᨼᩦ	101
ᩃᩢ	101
ᩈᩮᩕᩥ᩠	101
ᩌᩮ	101
ᨶᩫ	100
ᩓ	100
ᨦ᩵ᩩ	99
ᨶ᩶ᩣᩴ	99
ᨶᩯ᩵	98
ᨾᩫ᩠	98
ᨩᩨ᩠᩵	97
ᨲᩮᩥᩬ	97
ᨨᩥ᩠	96
ᨶᩦ	96
ᨻᩮᩥ᩠᩵	96
ᩈ᩶ᩣ᩠	96
ᨴ᩶ᩬ	95
ᨺᩢ᩠	95
ᨷᩯ᩠	94
ᩋ᩶ᩣ᩠	94
ᨸ᩠᩵	93
ᩀᩣ᩠	93
ᨯ᩺	90
ᨩᩫ᩠	89
ᨾᩨ᩠	89
ᨾᩮ᩠	89
ᩃᩱ᩵	89
ᨭ	87
ᩋᩩ	87
ᩋᩰ	86
ᨳ	85
ᨤ᩵ᩣᩴ	84
ᨲᩪ	84
ᩅ᩵	84
ᨴᩣᩴ	83
ᨻᩕ᩶ᩬ	82
ᨿ᩶ᩣ᩠	82
ᩉ᩠᩵	82
ᨠ᩠᩵	81
ᨩᩮᩥ᩶ᩬ	81
ᨤᩣ	80
ᨲᩯ᩠	80
ᨵᩤ	80
ᩁ᩶ᩬ᩠	80
ᨤᩱ᩠	79
ᨦᩨ᩠	79
ᨲᩴᩬ᩵	79
ᨴ᩶ᩤ᩠	79
ᨿ᩻	79
ᩈᩱ᩠	79
ᩋᩩ᩠᩶	78
ᨠᩫ᩠	77
ᨸᩣ	76
ᩃᩣᩴ	75
ᨾᩮᩢ᩠	74
ᩃ᩶ᩣ᩠	74
ᩋ᩶ᩬ	74
ᩉ᩶ᩣ	73
ᨣᩬ᩠	72
ᨯᩬ᩠	72
ᨶᩮ᩠	72
ᨣᩕᩫ᩠	71
ᩁᩥ᩠	71
ᩅ᩵ᩣ᩠	71
ᩆᩣ	71
ᩉᩮᩖᩢ᩶ᩣ	70
ᨡᩰᩫ᩠	69
ᨶᩩ᩵	69
ᨤᩰ	67
ᨺᩣ᩠	67
ᨺ᩵ᩣ᩠	67
ᨾᩫᩰ	67
ᩃᩬ	67
ᨪᩢ᩠	66
ᨴᩮᩣ	66
ᨣᩕᩮᩥ᩵ᩬ	65
ᨣᩬ	65
ᨤᩮᩢᩣ	65
ᨩᩮᩥ᩠	65
ᨲᩣᩴ	65
ᩉᩬ	65
ᩉᩮ᩶ᩖ	65
ᨡᩮᩥ᩠	64
ᨤᩣᩴ	64
ᨶᩫ᩠	64
ᨻᩢ	64
ᩈ᩵ᩬ	64
ᩉᩮᩥᩬ᩠	64
ᩋᩮᩥ᩠᩶	64
ᨤᩯ᩠	63
ᨹᩩ᩶	63
ᨼᩮ	63
ᩃ᩵ᩣ᩠	63
ᩉᩖᩫ	63
ᨴᩴᩬ	62
