cluster	count
ᨻᩱ᩶	10
ᨼᩬ	10
ᨽ᩠	10
ᨿᩥ	10
ᨿᩯ᩠᩶	10
ᩁᩩ᩵	10
ᩃᩯ᩠᩵	10
ᩃ᩶ᩬ	10
ᩈᩢ᩠᩶	10
᪘	10
ᨣᩬ᩠᩵	9
ᨤᩮ᩠	9
ᨦᩮᩢᩣ	9
ᨩᩡ	9
ᨩᩮ	9
ᨪ᩶ᩣ	9
ᨯᩢ	9
ᨯᩥ᩠᩶	9
ᨯᩩ᩶	9
ᨯᩰ᩠	9
ᨱᩡ	9
ᨴᩕᩣ	9
ᨸᩮᩖ	9
ᨺᩮᩥᩢ᩠	9
ᨺ᩵ᩣ	9
ᩈᩮᩥᩬ᩠	9
ᩉ	9
ᩋᩴ᩶ᩬ	9
᪐	9
ᨠᩦ	8
ᨠᩦ᩠	8
ᨠᩮ᩠᩵	8
ᨠᩮᩥᩢ᩠	8
ᨡᩡ	8
ᨡᩣᩴ	8
ᨣᩥ᩠	8
ᨣ᩶ᩤ᩠	8
ᨦᩢ᩠	8
ᨧᩥ	8
ᨧᩩ᩵	8
ᨪ᩠	8
ᨪ᩶ᩬ	8
ᨯᩥ	8
ᨶᩥ᩠᩶	8
ᨷᩮᩢᩤ	8
ᨷᩰ	8
ᨷᩴ᩵ᩬ	8
ᨸᩦ᩠	8
ᨸᩰᩬᩡ	8
ᨹᩪ	8
ᨺᩨ᩠	8
ᨻᩯᩡ	8
ᨾᩰ᩵	8
ᨾ᩻	8
ᩀᩮ᩠	8
ᩀ᩵ᩣ	8
ᩁᩮ᩠	8
ᩅᩯ᩵	8
ᩆᩧ	8
ᩉᩖᩩ	8
ᩉᩥᩖ	8
ᩉᩧ᩶ᩖ	8
ᩋᩩ᩶	8
᪉	8
ᨡᩨ᩠	7
ᨡᩯ᩠᩵	7
ᨡᩯ᩠᩶	7
ᨤᩥ	7
ᨤᩮ	7
ᨧᩕᩥ᩠	7
ᨩᩯ᩠᩵	7
ᨳᩦ᩵	7
ᨳᩯ᩠᩶	7
ᨵᩪ	7
ᨶᩯ᩠	7
ᨶᩰᩫ᩠	7
ᨶ᩻	7
ᨸᩕᩥ᩠	7
ᨸᩖᩫ᩶	7
ᨺᩯ᩠	7
ᨻᩖᩬ᩠	7
ᩀ᩠	7
ᩃᩡ	7
ᩃᩮᩢ᩶ᩣ	7
ᩈᩬ᩠	7
ᩉᩖᩧ	7
ᩉᩫᩖ	7
ᩉᩮᩥ᩶ᩖᩬ	7
ᩌᩣ	7
᪈	7
᪕	7
ᨠᩖᩥ᩵	6
ᨠᩮ᩠	6
ᨡᩴᩬ	6
ᨣᩢ᩠᩶	6
ᨣᩥ	6
ᨤᩮᩥᩬ	6
ᨧᩯ	6
ᨧᩰᩬᩡ	6
ᨨᩦ᩠	6
ᨩᩕ	6
ᨩᩣᩴ	6
ᨩᩮᩢ᩠	6
ᨭᩦ	6
ᨯᩮᩬᩥ	6
ᨳᩦ	6
ᨳ᩶ᩣᩴ	6
ᨴᩨ᩠	6
ᨴᩮᩢ᩠	6
ᨸᩥ	6
ᨸᩮᩥᩬᩡ	6
ᨸ᩵ᩣ᩠	6
ᨸ᩵ᩬ	6
ᨹᩢ᩠	6
ᨹᩯ᩵	6
ᨻᩩ	6
ᨻᩩ᩵	6
ᨻᩮᩢ	6
ᨼᩬ᩶	6
ᨾ᩵ᩬ	6
ᨿ᩶ᩣᩴ	6
ᨿ᩻ᩣ᩠	6
ᩁᩱ᩵	6
ᩆᩕᩦ	6
ᩆᩢ᩠	6
ᩈᩕᩡ	6
ᩈᩮᩢᩣ	6
ᩈᩮᩥᩬ	6
ᩉᩖ᩶ᩣ	6
ᩉᩬᩴ᩠᩶	6
ᩉᩰ᩵	6
ᩋᩩ᩵	6
ᩌᩣᩴ	6
᪇	6
᪓	6
᪙	6
ᨠᩮᩥ᩠᩶	5
ᨠᩰᩕᩬᩡ	5
ᨡᩫ᩠᩵	5
ᨣᩮᩢ᩠	5
ᨤᩩ᩵	5
ᨤᩬ᩶	5
ᨩᩪ	5
ᨮ᩺	5
ᨲᩕᩥ	5
ᨲᩕᩦ	5
ᨲᩩ᩠᩶	5
ᨲᩮᩢ᩠	5
ᨵᩣ	5
ᨶᩪ	5
ᨶᩮᩥ᩠	5
ᨷᩮᩬᩥ᩶	5
ᨹᩣ	5
ᨹᩩ	5
ᨹ᩵ᩬ	5
ᨻᩕᩫ᩠	5
ᨻᩯᩕ᩵	5
ᨽᩢ᩠	5
ᨽᩮ᩶	5
ᨾᩴ᩻	5
ᩁᩬ᩶	5
ᩁᩰ᩠	5
ᩃᩮᩥ᩠᩵	5
ᩃᩮᩥ᩶ᩬ᩠	5
ᩅᩫ᩠	5
ᩈᩫ᩠᩶	5
ᩉᩦ᩠	5
ᩉ᩶ᩩ	5
ᩋᩧ	5
ᩋ᩶ᩣ	5
ᩌᩯ᩠᩶	5
ᩐ	5
ᩔᩣ	5
᪄	5
᪔	5
ᨠᩯ᩠	4
ᨡᩪ᩵	4
ᨡᩮ᩠᩵	4
ᨣᩖᩣ᩠	4
ᨤᩖᩣ᩠	4
ᨤᩖᩬ	4
ᨤᩱ	4
ᨥᩣ	4
ᨦ᩵	4
ᨧᩮ᩠	4
ᨧᩴ᩵ᩬ	4
ᨩᩢ᩠᩵	4
ᨩᩥ	4
ᨩᩰ᩠	4
ᨪᩥ᩠	4
ᨪᩮᩥᩬ	4
ᨲᩢ᩠᩵	4
ᨲᩪ᩶	4
ᨲᩮᩢᩣ	4
ᨲᩮᩢ᩶ᩣ	4
ᨳᩬ᩠	4
ᨵᩤ᩠	4
ᨶᩡ	4
ᨶᩢ᩻	4
ᨶᩫ᩻	4
ᨶᩱ᩠	4
ᨶ᩵	4
ᨷᩣᩴ	4
ᨷᩰᩫ᩠	4
ᨸᩥ᩠᩶	4
ᨸ᩶ᩣ	4
ᨼᩕᩢ᩠	4
ᨼᩕᩦ	4
ᨼᩥ	4
ᨽᩱ᩠	4
ᨾᩥ᩶	4
ᨾᩪ	4
ᨾᩮᩕ	4
ᨾᩰ᩠	4
ᨿᩦ	4
ᨿᩫ	4
ᨿᩴᩬ	4
ᩁᩫ᩠᩵	4
ᩁᩮᩥ᩠᩵	4
ᩃᩫ᩶	4
ᩃᩰᩬᩡ	4
ᩈᩩ᩠	4
ᩈᩮᩥ᩠	4
ᩈᩯ᩶	4
ᩈᩴ᩵ᩬ	4
ᩉᩖᩦ	4
ᩉᩯᩖ	4
ᩉᩯᩖᩡ	4
ᩉᩯ᩵	4
ᩋᩮᩥᩬ	4
ᩋᩯ᩠	4
ᩋᩴᩬ	4
ᩌᩮᩥᩬ	4
ᩌᩮᩥ᩵ᩬ	4
᪁	4
᪗	4
ᨠ᩶ᩣ᩠	3
ᨡᩦ᩠	3
ᨡᩨ᩠᩵	3
ᨡᩬᩴ᩶	3
ᨡᩮ᩠᩶	3
ᨡᩮᩢ᩠	3
ᨣᩪ᩵	3
ᨣᩮᩕ᩠	3
ᨣᩮᩕᩬᩥ᩵	3
ᨣᩯ᩠᩶	3
ᨣ᩶ᩣᩴ	3
ᨤᩪ	3
ᨤ᩵ᩣ᩠	3
ᨦᩥ᩠	3
ᨦᩩ᩵	3
ᨧᩨ᩠	3
ᨧᩮ᩠᩶	3
ᨩᩦ᩠	3
ᨩᩰᩫᩡ	3
ᨩᩴᩬ᩵	3
ᨪ᩵ᩣ᩠	3
ᨯᩮᩥᩢ᩠	3
ᨯᩰᩕ	3
ᨯ᩵ᩣ᩠	3
ᨰ	3
ᨲᩨ᩠᩶	3
ᨲᩯᩡ	3
ᨳᩮᩥᩬ	3
ᨳᩯ᩠	3
ᨳᩱ	3
ᨳ᩵ᩣ᩠	3
ᨴᩕᩣ᩠	3
ᨴᩕᩦ	3
ᨴᩩ᩶	3
ᨴᩮᩥᩬ	3
ᨴᩱ	3
ᨴᩴ᩶ᩬ	3
ᨵᩩ	3
ᨵᩮᩬᩥ	3
ᨶ᩶ᩬ᩠	3
ᨸᩦ᩵	3
ᨸᩩ᩠	3
ᨸᩮ᩠᩶	3
ᨸᩰᩫ᩠᩵	3
ᨹᩥ᩠᩶	3
ᨹᩮᩥ᩠᩶	3
ᨺᩮᩥ᩵ᩬ	3
ᨻᩧ᩠	3
ᨻᩨ	3
ᨼᩨ᩠᩶	3
ᨼᩩ᩵	3
ᨼᩮᩥᩬ᩠	3
ᨼᩰ	3
ᨼᩰᩕ	3
ᨽᩮᩥ᩠	3
ᨾᩦ᩠	3
ᩀᩢ᩠᩵	3
ᩀᩣ	3
ᩁᩢ᩠᩶	3
ᩁᩬ᩵	3
ᩃᩯ᩠᩶	3
ᩃᩰᩫᩡ	3
ᩃᩰᩫ᩵	3
ᩅᩢ᩵	3
ᩅ᩵ᩤ᩠	3
ᩈ᩠᩻	3
ᩈᩱ᩶	3
ᩈ᩻ᩖᩣ᩠	3
ᩉᩖ᩠᩵	3
ᩉᩖᩬᩴ᩵	3
ᩉᩩ	3
ᩉᩮᩢ᩠	3
ᩉᩴᩬ᩠	3
ᩉᩴ᩵ᩬ	3
ᩋᩡ	3
ᩋᩧ᩠	3
ᩋᩰᩫ᩠᩵	3
ᩋᩱ	3
᪖	3
ᨠᩕᩢ᩠	2
ᨠᩴ᩶ᩬ	2
ᨡᩖᩩ᩠᩵	2
ᨡᩦ	2
ᨡᩨ᩵	2
ᨡᩯᩡ	2
ᨣᩖᩢ	2
ᨣᩣ᩠	2
ᨣᩱ᩠	2
ᨣ᩶ᩬ	2
ᨤᩰᩬᩡ	2
ᨦᩬᩴ	2
ᨦ᩻ᩢ	2
ᨧᩦ᩶	2
ᨧᩩ᩶	2
ᨨᩣ	2
ᨩᩰᩡ	2
ᨪ	2
ᨪᩦ᩠	2
ᨪᩦ᩵	2
ᨪᩰ	2
ᨪ᩺	2
ᨮ	2
ᨯᩰᩫ᩠᩵	2
ᨲᩥ᩠᩶	2
ᨲᩩ᩵	2
ᨳᩥ᩠᩵	2
ᨳᩮᩥ᩠᩶	2
ᨳᩰᩫ᩠	2
ᨳ᩵ᩬ᩠	2
ᨴᩨ᩶	2
ᨴᩩ᩵	2
ᨴᩮᩡ	2
ᨴᩮᩥᩬ᩵	2
ᨵᩣᩴ	2
ᨷᩕ᩠	2
ᨷᩕᩣ᩠	2
ᨷᩕᩫ᩠	2
ᨷ᩠᩶	2
ᨷᩫ᩠᩵	2
ᨷᩮᩥ᩶ᩬ	2
ᨸᩖᩫ	2
ᨹᩮᩥᩬ	2
ᨺᩱ᩵	2
ᨺ᩶ᩣ᩠	2
ᨻᩪ	2
ᨻᩫ᩠	2
ᨻᩫ᩠᩵	2
ᨻᩰ	2
ᨼᩮᩕ	2
ᨼᩮᩥᩬ	2
ᨼᩮᩥ᩶ᩬ	2
ᨼᩰᩡ	2
ᨼᩰᩫ᩠	2
ᨽᩥ	2
ᨾᩩ᩠	2
ᨾᩬᩴ	2
ᨾᩮᩥ᩵ᩬ᩠	2
ᨿᩨ	2
ᨿᩫ᩠᩵	2
ᨿᩮ᩠	2
ᨿᩯ᩵	2
ᩀᩢ᩠	2
ᩀ᩶ᩣ᩠	2
ᩁᩩ᩶	2
ᩁᩯ᩠᩶	2
ᩂ	2
ᩃᩧ᩠	2
ᩃᩩ᩶	2
ᩃᩪ᩶	2
ᩃᩮᩥᩬ᩵	2
ᩅᩦ᩶	2
ᩅᩫᩡ	2
ᩅᩬ᩶	2
ᩅᩯ᩠᩵	2
ᩅᩰ	2
ᩆᩪ	2
ᩇ᩠	2
ᩈᩕ᩶ᩣ᩠	2
ᩈᩮᩥ᩠᩶	2
ᩈᩰ᩠	2
ᩈ᩶ᩬ	2
ᩉᩖ᩠᩶	2
ᩉᩖᩢ᩵	2
ᩉᩖᩥ᩶	2
ᩉᩖᩫ᩵	2
ᩉᩡ	2
ᩉᩨ᩶ᩖ	2
ᩉᩫ᩠᩵	2
ᩉᩮ᩠᩶	2
ᩉᩱ	2
ᩉ᩶ᩬ᩠	2
ᩊ	2
ᩊᩣ	2
ᩋᩮᩥ᩶ᩬ	2
ᩋᩰ᩶	2
ᩌᩡ	2
ᩌᩪ	2
ᩔᩦ᩠	2
ᨠᩕᩬ	1
ᨠᩖ᩠᩶	1
ᨠᩖᩡ	1
ᨠᩦ᩶	1
ᨠᩩ᩵	1
ᨠᩫ	1
ᨠᩮᩖᩢ	1
ᨠᩴᩬ᩵	1
ᨠ᩶ᩣ	1
ᨡ᩠᩻	1
ᨡᩥ᩠	1
ᨡᩴᩬ᩶᩶	1
ᨣᩕᩦ	1
ᨣᩢᩬ	1
ᨣᩪ	1
ᨣᩫ	1
ᨣᩮ	1
ᨣᩮᩥᩬ	1
ᨣᩯᩢ᩠	1
ᨣᩰᩡ	1
ᨤᩤ	1
ᨤᩥ᩠᩶	1
ᨤᩦ᩠	1
ᨤᩧ᩠	1
ᨤᩩ᩠	1
ᨤᩩ᩶	1
ᨤᩫ᩠᩶	1
ᨤᩬ᩠	1
ᨤᩯᩖ	1
ᨤᩯ᩵	1
ᨤᩴᩬ	1
ᨦ᩠᩻	1
ᨦᩣ	1
ᨦ᩶ᩣ᩠	1
ᨦ᩶ᩬ	1
ᨦ᩻ᩣ	1
ᨧᩮ	1
ᨧᩰᩫ᩠᩵	1
ᨧ᩶ᩣᩴ	1
ᨨᩣ᩠	1
ᨨᩱ᩠	1
ᨩ᩵ᩣ᩠	1
ᨩ᩶ᩣ᩠	1
ᨩ᩶ᩬ	1
ᨪᩧ᩠	1
ᨪᩧ᩠᩶	1
ᨪᩬᩢ	1
ᨪᩬ᩵	1
ᨪᩮᩥᩬᩡ	1
ᨪᩮᩥ᩵ᩬ	1
ᨪᩮᩥ᩶ᩬ᩠	1
ᨬᩪ	1
ᨭᩢ᩠	1
ᨯᩧ᩠	1
ᨯᩧ᩠᩶	1
ᨯᩮᩕ᩠	1
ᨯᩮᩢᩣ	1
ᨯ᩶ᩬ᩠	1
ᨲᩕᩣ᩠	1
ᨲᩕᩫ᩠	1
ᨲ᩠᩶	1
ᨲᩥ᩠᩵	1
ᨲᩧ᩠᩶	1
ᨲᩨ᩠	1
ᨲᩬᩢ	1
ᨲᩮᩡ	1
ᨲᩮᩥ᩠᩶	1
ᨲᩰᩫ᩠	1
ᨲᩱ᩵	1
ᨲ᩵ᩬ	1
ᨳᩩ᩠	1
ᨳᩮᩥ᩵ᩬ	1
ᨴ᩠᩶	1
ᨴᩡ	1
ᨴᩢ᩠᩶	1
ᨴᩧ᩠᩶	1
ᨴᩩ᩠	1
ᨴᩮᩕ	1
ᨴᩮᩥ᩠᩵	1
ᨴᩯᩡ	1
ᨴ᩶ᩤ	1
ᨵᩕᩢ᩠	1
ᨵᩮᩥᩬ	1
ᨵᩰᩡ	1
ᨵᩴᩬ	1
ᨶᩮᩢᩣ	1
ᨶᩮᩥᩬ	1
ᨶᩮᩥᩬ᩶	1
ᨶᩱ᩵	1
ᨶᩴ	1
ᨶᩴ᩵ᩬ	1
ᨶᩴ᩶ᩬ	1
ᨶ᩵ᩡ	1
ᨶ᩵ᩣ	1
ᨶ᩻ᩬ	1
ᨷᩕᩢ	1
ᨷᩖᩢ	1
ᨷᩢ	1
ᨷᩢ᩠᩶	1
ᨷᩦ᩠	1
ᨷᩩ᩵	1
ᨷᩮᩢ᩠	1
ᨷᩮᩥᩬᩡ	1
ᨸᩕᩦ	1
ᨸᩖᩥ᩶	1
ᨸᩢᩬ	1
ᨸᩦ᩶	1
ᨸᩫ᩠᩵	1
ᨸᩮᩢ᩠	1
ᨸᩮᩥᩬ	1
ᨸᩰᩕ	1
ᨹᩡ	1
ᨺᩦ	1
ᨺᩮᩥᩬ	1
ᨺ᩶ᩣ	1
ᨻᩕ᩶ᩣ	1
ᨻᩖᩣ᩠	1
ᨻᩖᩦ	1
ᨻᩬ᩠	1
ᨻᩮᩕ᩠	1
ᨻᩮᩢ᩠	1
ᨻᩮᩬᩥ	1
ᨻᩯ᩶	1
ᨻ᩵ᩣ	1
ᨼᩕᩣ	1
ᨼ᩠	1
ᨼᩮᩖ	1
ᨽ᩠᩶	1
ᨽᩩ᩵	1
ᨽᩪ᩵	1
ᨽᩮᩥᩬ	1
ᨾᩥ᩠᩶	1
ᨾᩧ	1
ᨾᩧ᩠᩶	1
ᨾᩫ᩶	1
ᨾᩮᩬᩥ	1
ᨾᩰ᩶	1
ᨾᩴᩬ᩶	1
ᨿ᩠᩵	1
ᨿᩢ᩠᩶	1
ᨿᩢ᩶	1
ᨿᩥ᩵ᩬ	1
ᨿᩦ᩵	1
ᨿᩬ᩻	1
ᨿᩯ᩠᩵	1
ᨿ᩶ᩬ᩠	1
ᩀᩩ᩠᩵	1
ᩀᩬ᩶	1
ᩁᩣᩴ	1
ᩁᩩ᩠᩵	1
ᩁᩫ	1
ᩁᩮ᩠᩵	1
ᩁᩮᩥᩬ᩵	1
ᩃᩦ᩶	1
ᩃᩮ᩵	1
ᩃᩰ᩵	1
ᩃᩰ᩶	1
ᩃᩱ	1
ᩃ᩵ᩣᩴ	1
ᩃ᩶ᩣ	1
ᩅᩣᩴ	1
ᩅᩦ᩠	1
ᩅᩧ᩠	1
ᩅᩫ	1
ᩅᩬ᩵	1
ᩆᩦ᩠	1
ᩆᩬ	1
ᩇᩥ᩠	1
ᩇᩬ	1
ᩇ᩺	1
ᩈᩖᩥ᩻	1
ᩈᩖᩫ᩻	1
ᩈᩦ᩠	1
ᩈᩧ᩠᩵	1
ᩈᩫ	1
ᩈᩬ᩠᩻	1
ᩈ᩻ᩖᩢ	1
ᩉᩕᩣ	1
ᩉᩕᩪ	1
ᩉᩕ᩵ᩣ	1
ᩉᩖᩪ᩵	1
ᩉᩖᩫ᩠	1
ᩉᩖᩴ᩵ᩬ	1
ᩉᩖ᩵ᩣ᩠	1
ᩉᩖ᩶ᩬ	1
ᩉᩢᩖ	1
ᩉᩧᩖ	1
ᩉᩨ	1
ᩉᩩ᩶	1
ᩉᩮᩖ	1
ᩉᩮᩖᩢ᩵ᩣ	1
ᩉᩮᩥᩬ	1
ᩉᩮᩥ᩵ᩬ	1
ᩉᩰᩖᩬᩡ	1
ᩉᩰ᩠	1
ᩉᩰᩫ᩠	1
ᩉᩰᩬᩡ	1
ᩉᩴᩬ	1
ᩉ᩵ᩖᩬ	1
ᩋᩨ᩠᩶	1
ᩋᩬᩴ᩶	1
ᩋᩬ᩶	1
ᩋᩯᩢ᩠	1
ᩌᩧ	1
ᩌᩨ	1
ᩌᩩ	1
ᩌᩩ᩠᩵	1
ᩌᩮᩥ᩠᩵	1
ᩌᩮᩬᩥᩡ	1
ᩌ᩵ᩣ᩠	1
᪃	1
