cluster	count
า	67101
น	47516
เ	46971
อ	46080
ง	32223
ย	19756
ะ	19582
ห	17584
ร	16093
ว	15913
ก	15561
ม	14227
บ	12566
พ	11947
ค	11561
แ	11003
ข	10482
จ	9793
ไ	8956
ใ	8330
ตี้	8230
ด	8156
ส	7029
ป	6964
ล	6947
จ้	6727
มู่	6482
ต้	6011
ต	6000
ว่	5826
ก็	5746
ป๋	5450
หื้	4851
โ	4690
กั	4551
บ่	4545
ด้	4062
ค์	4042
ฮ	3982
ำ	3816
ล้	3542
ข้	3328
มี	3240
ต่	3234
ต๋	2816
นั้	2612
จ๋	2463
ก๋	2372
ยี	2261
ริ	2138
ซู	2058
ยู่	2032
ฮั	2032
ญ	2017
ดี	1998
ผู้	1966
นี้	1957
มื	1936
กั๋	1892
ตั	1885
ท	1876
ย้	1786
จื้	1603
ก่	1564
น้	1553
อู้	1531
ว้	1407
ผ	1384
หั	1330
วิ	1275
ตั๋	1256
ยั	1195
มื่	1178
ษ	1172
ถ้	1093
ปื้	1092
ย่	1079
ๆ	1076
ลั	1051
ติ	1038
ตึ	1017
ขึ้	1007
ฮู้	987
ต๊	971
นั	940
กู้	926
ถิ	926
รื่	923
วั	922
ย์	905
นึ่	882
อั้	882
ผ่	869
ม่	864
ส่	848
ยิ	844
สิ่	842
ซ	822
สุ	818
จ๊	812
ณ	805
ศ	795
ต์	777
อั	766
บั	764
ลู	702
ป้	701
สั	697
สิ	685
สี	681
ถู	645
ถ	638
ธ	631
ลื	618
ฮ้	618
จี	610
มั	610
น่	602
ก้	578
ล่	572
กิ๋	557
คื	556
ฟ	532
กิ	521
ธิ์	517
รั	514
จั	499
ฟั	481
ม้	481
ขี	479
ห้	448
สั่	410
ห์	407
จึ	404
ดิ	402
บ้	392
ร์	387
ตั้	380
กึ๊	367
คั	367
ผี	367
หี	365
ธิ	364
ปิ๊	361
ปี้	360
ข่	358
ตี	356
ค่	355
ทู	355
ญ่	354
อื่	333
ผิ	311
อี้	309
รี	308
หิ	308
หั้	307
คุ	303
อิ	300
ลิ	298
อ่	298
ก๊	293
ร้	292
บิ	291
ตุ๊	289
บุ	288
ตื้	284
ฮื	284
ญั	280
ฐ	274
ขี้	265
ป๊	261
รุ	259
ษั	253
จิ	248
ภ	248
รู	248
ญิ	247
ล็	246
ฮ่	243
ปั	242
ปิ	228
กี	225
ช	225
นิ	225
นุ	224
ฆ่	219
ปุ	216
ลี	215
ถื	212
ดี่	208
ซี	207
ยื	202
ป่	201
นั่	198
กี่	193
ทิ	191
อ้	186
ซิ่	185
พ่	185
ยิ่	184
นี	179
ดั	174
ปั๋	173
จุ	172
นี่	169
ยุ	168
ธี	167
ดู	165
จ็	164
ลุ	159
ภี	158
ห่	158
ฟ้	155
พิ	154
ฉ	152
พั	148
มิ	145
ยู	145
ผ้	144
ตี๋	143
มั่	143
สื	139
ซื่	132
ฤ	132
ปู่	129
สื้	129
ลี้	128
ปี	127
ศั	127
ขั	126
สี่	123
ณ์	122
ตั๊	113
น์	112
ตุ	111
สู	111
ว์	109
ปี๋	108
ฟี	106
งุ่	102
ฮิ	102
อุ	99
ตื๋	97
ฉิ	96
ปิ้	96
ฝั	95
ผั	94
ฝ	94
ง่	91
ฮู	90
ที	85
ฮี	85
จื๊	81
ตู๋	81
งื	79
ฝ่	78
อุ๊	78
จั๊	77
ม็	76
ซ่	75
ถ่	75
ร็	72
นุ่	69
ซ้	68
ฎ	68
ซั	66
ขิ	65
นื	64
อิ้	64
ข็	62
สี้	62
ธ์	60
รู๋	59
จ่	58
ทั	58
ฏ	57
บู	57
ถี	56
ก์	54
ลิ็	54
ดื่	53
สู้	53
อี	52
ฒ่	50
ปี่	50
ปื๊	50
กุ	49
ส้	49
ฝ้	48
ศิ	48
นื้	47
คี	46
งิ	46
ชั	46
ดิ์	46
กิ่	44
ฝั่	44
ยึ	41
ซิ	40
บี	40
1	39
ซื้	39
ปั๊	39
หู	39
ร่	38
ค้	37
ชี	37
ดื	37
ถั	37
ษี	37
ผื่	36
ทุ	35
งั	34
ส์	34
นึ	33
วุ่	33
ญ้	32
พื	32
ชิ	31
ตื่	31
ขี่	29
