cluster	count	casing patterns
a	28524	
l	21994	
n	19215	
y	14953	
á	13921	
m	13048	
k	12168	
ɔ́	11982	
ɩ́	11192	
à	10587	
ɔ	10249	
i	8320	
ʋ	8175	
ɩ	8060	
ʋ́	7914	
b	7748	
é	7647	
z	7521	
s	6607	
ɛ́	6259	
w	6228	
ɔ̀	5719	
í	5543	
g	5290	
h	4882	only_lower
o	4094	
d	3718	
r	3604	only_lower
p	3570	
c	3368	
e	3294	
ɩ̀	3279	
ú	2947	
ŋ	2835	
t	2783	
ɛ	2372	
f	2223	
ʋ̀	2217	
u	2214	
ó	2000	only_lower
j	1849	
è	1424	only_lower
ɛ̀	1381	
ì	852	only_lower
ù	753	only_lower
ò	599	only_lower
v	453	
1	61	
2	46	
3	26	
4	22	
5	17	
6	17	
0	12	
7	11	
8	11	
9	7	
